oci_bv_volume.json,$.data."source-details".id,string,SOURCE_DETAILS$ID
oci_bv_volume.json,$.data."source-details".type,string,SOURCE_DETAILS$TYPE
oci_bv_boot-volume.json,$.data."source-details".id,string,SOURCE_DETAILS$ID
oci_bv_boot-volume.json,$.data."source-details".type,string,SOURCE_DETAILS$TYPE
oci_network_remote-peering-connection.json,$.data."compartment-id",string,COMPARTMENT_ID
oci_network_remote-peering-connection.json,$.data."display-name",string,DISPLAY_NAME
oci_network_remote-peering-connection.json,$.data."drg-id",string,DRG_ID
oci_network_remote-peering-connection.json,$.data."is-cross-tenancy-peering",boolean,IS_CROSS_TENANCY_PEERING
oci_network_remote-peering-connection.json,$.data."lifecycle-state",string,LIFECYCLE_STATE
oci_network_remote-peering-connection.json,$.data."peer-id",string,PEER_ID
oci_network_remote-peering-connection.json,$.data."peer-region-name",string,PEER_REGION_NAME
oci_network_remote-peering-connection.json,$.data."peer-tenancy-id",string,PEER_TENANCY_ID
oci_network_remote-peering-connection.json,$.data."peering-status",string,PEERING_STATUS
oci_network_remote-peering-connection.json,$.data."time-created",string,TIME_CREATED
oci_network_remote-peering-connection.json,$.data.id,string,ID
oci_network_local-peering-gateway.json,$.data."compartment-id",string,COMPARTMENT_ID
oci_network_local-peering-gateway.json,$.data."display-name",string,DISPLAY_NAME
oci_network_local-peering-gateway.json,$.data."is-cross-tenancy-peering",boolean,IS_CROSS_TENANCY_PEERING
oci_network_local-peering-gateway.json,$.data."lifecycle-state",string,LIFECYCLE_STATE
oci_network_local-peering-gateway.json,$.data."peer-advertised-cidr",string,PEER_ADVERTISED_CIDR
oci_network_local-peering-gateway.json,$.data."peering-status",string,PEERING_STATUS
oci_network_local-peering-gateway.json,$.data."peering-status-details",string,PEERING_STATUS_DETAILS
oci_network_local-peering-gateway.json,$.data."time-created",string,TIME_CREATED
oci_network_local-peering-gateway.json,$.data."vcn-id",string,VCN_ID
oci_network_local-peering-gateway.json,$.data.id,string,ID
oci_bv_backup.json,$.data."compartment-id",string,COMPARTMENT_ID
oci_bv_backup.json,$.data."display-name",string,DISPLAY_NAME
oci_bv_backup.json,$.data."expiration-time",string,EXPIRATION_TIME
oci_bv_backup.json,$.data."lifecycle-state",string,LIFECYCLE_STATE
oci_bv_backup.json,$.data."size-in-gbs",number,SIZE_IN_GBS
oci_bv_backup.json,$.data."size-in-mbs",number,SIZE_IN_MBS
oci_bv_backup.json,$.data."source-type",string,SOURCE_TYPE
oci_bv_backup.json,$.data."source-volume-backup-id",string,SOURCE_VOLUME_BACKUP_ID
oci_bv_backup.json,$.data."time-created",string,TIME_CREATED
oci_bv_backup.json,$.data."time-request-received",string,TIME_REQUEST_RECEIVED
oci_bv_backup.json,$.data."unique-size-in-gbs",number,UNIQUE_SIZE_IN_GBS
oci_bv_backup.json,$.data."unique-size-in-mbs",number,UNIQUE_SIZE_IN_MBS
oci_bv_backup.json,$.data."volume-id",string,VOLUME_ID
oci_bv_backup.json,$.data.id,string,ID
oci_bv_backup.json,$.data.type,string,TYPE
